friendly_class,opponent_class,turn,noplay_num,win_noplay,no_play_CI,pick1_num,win_pick1,win_pick1_ci,pick5_num,win_pick5,win_pick5_ci,pick10_num,win_pick10,win_pick10_ci
MAGE,HUNTER,7,4407,49.22,1.031237595,146,-23.356,6.853027319,422,0.192,3.028198537,265,13.936,4.06920738
MAGE,HUNTER,8,4259,49.928,1.087996498,138,-22.28216667,4.980400874,313,6.392,3.668705476,328,16.532,3.084504973
MAGE,HUNTER,9,4015,51.296,1.120673836,31,-11.47933333,11.58891988,357,-8.98,2.366688852,398,17.888,2.674601851
MAGE,HUNTER,10,3759,51.46,1.157950258,27,-4.237777778,12.35352288,236,-1.972,3.539346348,361,20.756,2.973591983
MAGE,HUNTER,11,3637,51.784,1.02929692,24,-14.284,12.91534325,155,3.761833333,5.561661686,205,21.876,4.682135849
MAGE,HUNTER,12,3583,51.98,1.159369622,17,14.68923077,14.24646417,118,23.8075,6.090674871,145,18.396,5.609786344
MAGE,MAGE,3,14141,53.348,0.690700234,7,29.98533333,21.68248395,142,2.364,5.813507745,82,2.143666667,7.865056455
MAGE,MAGE,4,12733,51.384,0.722066514,46,-1.59352381,10.92115814,2272,7.62,0.949166269,1137,7.32,2.801593481
MAGE,MAGE,5,13664,51.084,0.713742278,134,0.532,5.158759946,660,3.216,2.195617651,439,8.272,3.226671548
MAGE,MAGE,6,13900,50.368,0.762205126,132,-13.712,4.952942978,686,6.152,2.98910188,802,12.088,1.857732459
MAGE,MAGE,7,13602,50.004,0.755114555,178,-10.468,5.671120153,624,1.248,2.254651864,1214,10.28,2.001682927
MAGE,MAGE,8,13433,50.04,0.801207927,158,-23.132,4.917262384,467,-1.692,3.140306673,1210,9.3,1.874315132
MAGE,MAGE,9,12848,49.776,0.807149424,73,-8.285090909,8.972670846,652,-4.928,2.14707115,1329,9.56,1.971193117
MAGE,MAGE,10,12043,49.388,0.723369009,87,-6.467166667,6.540138362,597,-6.62,2.746452757,1358,12.292,1.974951155
MAGE,MAGE,11,11498,49.264,0.697865105,55,-11.69127273,10.09650533,470,-1.396,3.082917977,1086,11.34,1.970941637
MAGE,MAGE,12,11138,49.42,0.696407162,48,-5.3075,8.606364055,377,-1.096,2.916814373,839,13.648,2.786648893
MAGE,PALADIN,3,6090,58.228,0.769096632,5,21.772,26.88795111,74,2.1095,7.371735487,20,5.872,16.10670467
MAGE,PALADIN,4,5221,56.944,0.80354852,19,5.879076923,13.90526833,1286,4.44,1.385188114,430,5.072,3.054514378
MAGE,PALADIN,5,5444,57.5,0.83659279,75,-4.848,7.854665744,389,-4.1,3.030742152,205,4.796,4.66296374
MAGE,PALADIN,6,5364,57.284,0.726511743,89,-18.82,7.30108997,405,4.48,3.442826363,422,7.58,2.77258396
MAGE,PALADIN,7,5258,57.128,0.735348046,82,-4.448833333,8.560240598,308,-1.507166667,3.985055426,469,8.348,3.008483672
MAGE,PALADIN,8,5154,58.336,0.74577467,76,-14.17236364,6.297686845,239,-5.488,3.890908953,555,1.996,3.309151533
MAGE,PALADIN,9,4780,59.208,0.855806273,30,-13.88133333,12.80571131,324,-4.452,3.330462279,661,2.784,2.409071166
MAGE,PALADIN,10,4422,59.404,0.824474431,23,-16.54685714,15.27465645,241,-6.896,3.752353861,578,8.252,2.346790419
MAGE,PALADIN,11,4265,59.416,0.894986874,29,-20.316,12.77319229,184,3.452,3.979381154,425,8.672,2.920155994
MAGE,PALADIN,12,4172,60.428,0.840281437,16,-37.70072727,15.10079022,147,-4.824,5.344025637,331,3.184,2.998775067
MAGE,PRIEST,3,15831,44.044,0.562212971,4,-44.044,0,240,3.2,5.504540999,91,6.24,7.681481722
MAGE,PRIEST,4,12778,42.34,0.599842567,31,-9.00875,13.002433,3731,6.076,0.955470673,1381,8.016,1.701737637
MAGE,PRIEST,5,13417,42.108,0.645304044,71,4.214727273,7.776692265,1042,0.312,1.849521627,504,5.324,2.703561291
MAGE,PRIEST,6,13735,41.84,0.588577098,82,-2.776,7.974648624,906,-1.356,2.257296316,738,9.2,2.023507535
MAGE,PRIEST,7,13456,41.928,0.515327618,123,-16.61133333,4.963261478,882,-3.404,2.13130754,1212,8.968,1.716609659
MAGE,PRIEST,8,13297,41.724,0.449745079,145,-13.76,5.963255991,571,-5.664,2.441467612,1243,7.556,1.938778214
MAGE,PRIEST,9,12412,42.232,0.519455269,54,-8.193904762,7.820004475,845,-9.832,2.113723795,1540,5.696,1.490337557
MAGE,PRIEST,10,11484,42.248,0.631340803,55,-0.348,9.403549777,700,-4.396,1.883906608,1524,8.432,1.852924936
MAGE,PRIEST,11,10846,42.492,0.560597282,56,0.299666667,9.144223333,559,-5.196,2.938754209,1200,6.204,1.945010327
MAGE,PRIEST,12,10495,42.8,0.561838756,39,-4.547619048,10.54636582,401,-3.984,3.303441634,906,8.512,1.727489142
MAGE,ROGUE,3,17873,52.124,0.535853689,22,0.437538462,14.5801717,290,7.156,3.626789825,34,2.456,11.51176114
MAGE,ROGUE,4,13020,49.38,0.593124585,116,-2.5925,7.926017905,6450,7.808,0.864407763,649,5.18,1.765718177
MAGE,ROGUE,5,13119,49.424,0.558998471,424,-4.456,3.534319316,1803,3.64,1.354997349,296,2.228,3.901306959
MAGE,ROGUE,6,12932,48.836,0.649131957,341,-11,3.470047268,1670,6.744,1.278786321,538,11.264,2.249096182
MAGE,ROGUE,7,12690,48.82,0.639320704,451,-19.108,2.576739851,1223,1.96,1.699639118,717,9.648,2.274246335
MAGE,ROGUE,8,12218,49.368,0.728804919,417,-13.928,3.094858092,888,0.34,2.341235327,885,10.964,2.204500561
MAGE,ROGUE,9,11331,49.676,0.845742617,94,-12.03686957,7.064589722,1149,-0.692,1.794044798,1102,14.712,1.796504454
MAGE,ROGUE,10,10763,49.568,0.909441962,75,9.628,8.456323692,772,5.72,2.508230369,841,18.96,2.098364953
MAGE,ROGUE,11,10577,49.788,0.84754936,72,10.05290909,8.373261128,407,9.348,2.878272353,526,20.624,3.020072002
MAGE,ROGUE,12,10575,50.548,0.80429879,30,3.152,12.79456272,250,8.48,3.522304341,292,15.216,3.870638132
MAGE,SHAMAN,3,41454,53.116,0.370532481,69,-6.538222222,8.525852359,672,-1.732,3.71661407,56,1.666608696,9.777116074
MAGE,SHAMAN,4,27428,49.44,0.35096984,381,-7.244347826,2.812205184,17287,8.956,0.519890291,1333,9.052,2.281996008
MAGE,SHAMAN,5,27319,48.784,0.359426398,1237,-5.196,2.199720973,3940,6.092,1.091137688,612,7.48,2.492803049
MAGE,SHAMAN,6,26807,48.312,0.409302178,731,-13.896,3.001541796,3482,7.972,1.348533941,1280,8.268,1.656462069
MAGE,SHAMAN,7,25863,47.828,0.459085334,880,-8.048,2.221897585,2764,4.28,1.716710047,1820,11.924,1.336724026
MAGE,SHAMAN,8,25198,48.44,0.391820254,673,-8.928,2.556678784,1960,3.052,1.907316107,2115,9.38,1.411038236
MAGE,SHAMAN,9,22788,48.928,0.457771643,151,2.95026087,6.393481932,2607,0.644,1.158440635,2871,9.12,1.099929771
MAGE,SHAMAN,10,20683,49.232,0.439347124,166,3.1305,4.612403389,1904,2.98,2.279013949,2669,9.32,1.544565452
MAGE,SHAMAN,11,19574,49.58,0.479541851,102,7.372173913,8.323492287,1184,2.196,1.87523286,1917,13.14,1.189505557
MAGE,SHAMAN,12,19070,50.028,0.485709951,71,11.22852174,7.255978904,783,1.808,2.06462899,1282,12.912,1.71892248
MAGE,WARLOCK,3,15052,55.98,0.549247167,13,16.24222222,15.01783877,174,5.508,4.453236877,46,0.596190476,10.87488846
MAGE,WARLOCK,4,13013,53.82,0.645199224,55,3.871304348,10.04323786,3163,8.74,0.962507032,924,10.772,1.733226442
MAGE,WARLOCK,5,13835,53.676,0.662916149,182,1.936,5.321434303,921,2.044,2.068598003,362,5.664,2.619282212
MAGE,WARLOCK,6,14326,52.9,0.597133412,165,-1.336,4.981020121,726,7.976,2.229393706,637,12.984,2.382539666
MAGE,WARLOCK,7,14275,52.804,0.538191439,213,-13.616,4.787550045,719,3.812,2.449515473,992,9.112,1.805588773
MAGE,WARLOCK,8,14177,52.492,0.521111399,191,-8.56,4.408070308,526,5.832,2.783401638,1100,10.708,1.693057643
MAGE,WARLOCK,9,13422,52.272,0.476465777,77,3.554086957,7.417409855,734,-1.844,2.494796659,1429,8.944,1.759155869
MAGE,WARLOCK,10,12656,52.288,0.590161715,63,12.06852174,8.539807632,589,2.784,2.377964424,1366,9.096,1.541075764
MAGE,WARLOCK,11,12193,52.88,0.581290879,73,0.8325,9.199137278,436,3.08,3.117378705,1049,4.372,2.354535848
MAGE,WARLOCK,12,11930,53.34,0.619297847,52,24.61454545,8.087709135,299,-3.392,4.109282703,850,9.812,2.155942215
MAGE,WARRIOR,3,30108,55.196,0.389952468,85,-17.8133913,6.863774287,540,-2.048,2.806555015,24,10.18861538,14.10245721
MAGE,WARRIOR,4,20280,53.712,0.473334482,436,-13.552,2.45224978,12648,4.204,0.538974165,502,10.896,2.447815058
MAGE,WARRIOR,5,19241,53.972,0.373200896,1913,-10.568,1.401393709,2876,6.12,0.993786812,232,8.54,5.097773922
MAGE,WARRIOR,6,18367,54.204,0.416102254,1170,-21.82,1.627126545,2653,11.256,1.031102819,487,13.296,2.835300954
MAGE,WARRIOR,7,17646,54.744,0.393476727,1049,-15.64,2.039418845,1858,12.308,1.538028215,676,17.936,2.647691648
MAGE,WARRIOR,8,17076,55.036,0.446156518,679,-7.02,2.31035978,1227,15.796,1.50849193,932,20.428,1.833419726
MAGE,WARRIOR,9,16372,54.96,0.463827757,87,-1.864166667,7.803046345,1096,10.912,2.114868846,1105,24.808,1.27167927
MAGE,WARRIOR,10,16028,55.136,0.44423146,57,16.45965217,8.781836987,595,16.08,2.19535052,836,22.72,1.415104719
MAGE,WARRIOR,11,15964,55.528,0.50483793,33,6.137,10.65103961,285,13.452,4.204867991,494,22.908,2.037798614
